aX,aY,aZ,gX,gY,gZ
-0.346,0.929,0.285,5.798,6.897,19.958
-0.415,0.940,0.306,4.456,8.057,20.203
-0.462,0.921,0.298,2.014,11.230,18.005
-0.474,0.899,0.275,0.793,12.512,14.099
-0.499,0.884,0.268,0.305,9.399,10.986
-0.498,0.883,0.249,-1.770,4.150,8.850
-0.458,0.870,0.224,-4.456,-2.502,8.850
-0.420,0.857,0.198,-6.714,-7.874,10.376
-0.411,0.853,0.177,-7.019,-9.277,11.108
-0.417,0.854,0.168,-5.249,-6.348,9.399
-0.415,0.842,0.161,-2.625,-1.770,5.676
-0.404,0.836,0.160,-0.549,1.770,2.686
-0.388,0.835,0.167,0.793,4.578,0.854
-0.371,0.840,0.180,1.831,8.179,-0.732
-0.368,0.835,0.188,2.625,11.475,-2.075
-0.363,0.827,0.184,4.150,12.390,-2.625
-0.360,0.814,0.172,5.066,10.620,-2.319
-0.343,0.809,0.165,6.287,7.141,-0.793
-0.323,0.822,0.176,7.751,2.014,1.526
-0.309,0.836,0.203,8.057,-1.709,3.906
-1.064,-0.703,1.099,57.251,173.950,313.904
-1.322,-0.736,1.099,65.369,184.143,297.852
-1.549,-0.736,1.129,76.843,192.932,268.372
-1.777,-0.676,1.178,88.074,195.801,229.736
-1.963,-0.610,1.230,96.741,191.040,187.134
-2.078,-0.546,1.258,98.450,178.833,146.973
-2.085,-0.505,1.226,96.191,161.011,115.112
-2.022,-0.577,1.169,93.384,137.939,92.041
-1.949,-0.669,1.114,90.393,108.093,78.247
-1.921,-0.718,1.102,89.600,73.425,71.167
-1.803,-0.820,1.109,94.543,38.147,67.749
-2.021,-0.786,1.268,99.670,-11.963,74.585
-2.276,-0.691,1.280,93.628,-31.860,78.003
-2.391,-0.671,1.309,98.328,-29.724,54.199
-2.400,-0.647,1.318,107.422,-25.208,16.479
-2.426,-0.662,1.305,107.788,-26.245,-19.287
-2.382,-0.661,1.293,106.628,-30.334,-52.490
-2.328,-0.631,1.293,104.187,-38.208,-82.214
-2.349,-0.536,1.325,97.168,-50.049,-108.887
-2.333,-0.431,1.361,88.501,-58.594,-138.000
-2.241,-0.390,1.364,79.102,-59.937,-170.349
-2.088,-0.394,1.304,70.068,-58.228,-202.698
-1.951,-0.400,1.239,62.805,-60.852,-228.943
-1.803,-0.343,1.180,55.908,-71.167,-248.840
-1.658,-0.311,1.147,51.697,-87.891,-263.245
-1.529,-0.281,1.137,47.485,-110.718,-273.010
-1.405,-0.210,1.121,40.710,-129.822,-280.273
-1.113,-0.154,1.117,41.382,-134.460,-294.128
-0.939,-0.067,1.121,42.480,-150.757,-302.979
-0.878,0.007,1.141,36.499,-167.480,-310.364
-0.820,0.101,1.189,27.649,-178.772,-322.632
-0.703,0.137,1.226,15.320,-179.016,-336.670
-0.592,0.182,1.213,-0.610,-171.875,-351.685
-0.539,0.173,1.134,-18.677,-162.720,-366.394
-0.434,0.066,1.041,-33.447,-147.095,-384.521
-0.234,-0.026,0.893,-44.800,-131.104,-399.292
0.024,-0.126,0.716,-52.612,-121.765,-404.297
0.378,-0.172,0.508,-50.293,-123.962,-396.484
0.839,-0.166,0.345,-39.551,-142.639,-371.033
1.230,-0.058,0.257,-26.917,-180.176,-326.782
1.507,0.127,0.287,-15.930,-227.295,-265.076
1.584,0.346,0.396,-8.606,-266.663,-197.571
1.452,0.596,0.564,-0.610,-278.381,-141.174
1.261,0.784,0.719,6.226,-252.075,-105.652
1.117,0.827,0.662,5.127,-191.162,-89.539
0.939,0.843,0.528,2.136,-126.709,-83.191
0.755,0.808,0.411,7.263,-73.669,-88.196
0.615,0.766,0.315,14.160,-34.546,-94.299
0.464,0.741,0.268,17.456,-12.451,-94.360
0.326,0.758,0.272,18.311,-7.690,-89.783
0.224,0.785,0.345,19.409,-14.648,-84.229
0.147,0.816,0.447,16.663,-24.658,-78.308
0.072,0.863,0.524,7.751,-29.907,-72.083
0.064,0.883,0.510,-2.197,-25.024,-70.618
0.097,0.865,0.434,-8.789,-14.282,-74.646
0.120,0.822,0.330,-12.390,-2.319,-79.041
0.157,0.759,0.210,-13.855,10.315,-79.346
0.202,0.724,0.076,-11.902,17.639,-72.083
0.205,0.712,-0.008,-7.629,13.123,-58.350
0.199,0.721,-0.034,-1.709,-0.244,-40.405
0.178,0.725,-0.042,4.272,-13.977,-20.569
0.136,0.754,0.002,10.071,-23.010,-3.601
0.073,0.792,0.083,13.855,-24.475,9.644
-0.015,0.851,0.146,15.015,-22.156,20.020
-0.118,0.874,0.223,15.259,-18.738,26.001
-0.226,0.902,0.251,13.916,-15.625,29.297
-0.291,0.912,0.246,11.108,-14.221,30.823
-0.328,0.911,0.238,7.629,-13.977,30.945
-0.348,0.914,0.224,5.310,-12.390,29.419
-0.357,0.919,0.223,5.127,-9.033,26.001
-0.357,0.917,0.216,5.127,-3.540,21.057
-0.348,0.917,0.219,5.188,3.479,16.357
-0.355,0.927,0.236,5.310,9.949,13.306
-0.399,0.923,0.247,4.761,15.198,11.047
-0.444,0.902,0.244,4.395,18.494,6.836
-0.448,0.905,0.246,4.822,15.747,3.418
-0.449,0.902,0.250,4.089,8.118,2.441
-0.432,0.912,0.245,2.014,1.587,2.319
-0.406,0.917,0.236,1.282,-0.977,1.709
-0.385,0.911,0.218,1.709,-0.793,1.221
-0.372,0.904,0.214,2.014,-0.183,1.648
-0.368,0.904,0.206,1.892,0.977,3.479
-0.364,0.900,0.205,2.075,2.869,5.371
-0.383,0.912,0.217,2.747,3.540,7.141
-0.412,0.921,0.224,3.174,4.761,8.179
-0.436,0.912,0.227,4.028,6.287,7.812
-0.451,0.910,0.240,4.395,5.676,6.470
-0.461,0.922,0.262,3.845,2.930,4.944
-0.457,0.939,0.281,3.174,0.061,3.540
-0.454,0.943,0.297,2.075,-1.770,2.747
-0.442,0.939,0.299,0.061,-2.319,1.892
-0.430,0.941,0.300,-1.648,-2.625,0.732
-0.411,0.934,0.292,-2.991,-1.953,-1.160
-0.384,0.918,0.284,-3.479,0.549,-3.357
-0.367,0.903,0.272,-3.540,4.944,-5.249
-0.340,0.891,0.256,-3.784,9.521,-5.798
-0.316,0.875,0.244,-3.601,11.963,-5.981
-0.317,0.862,0.237,-2.075,12.512,-4.944
-0.320,0.855,0.237,-0.610,11.414,-3.418
-0.314,0.859,0.262,0.000,6.470,-0.916
-0.320,0.880,0.297,-0.061,-0.610,3.113
-0.323,0.891,0.315,-1.282,-5.005,6.897
-0.328,0.882,0.310,-2.991,-4.822,8.240
-0.336,0.872,0.287,-4.211,-2.136,7.568
-0.338,0.863,0.268,-4.395,0.488,6.226
-0.334,0.851,0.247,-4.517,2.502,5.615
-0.332,0.851,0.235,-3.662,4.517,5.493
-0.337,0.850,0.227,-2.502,6.958,5.676
-0.353,0.846,0.211,-1.892,9.521,6.104
-0.364,0.841,0.212,-0.549,10.254,6.531
-0.387,0.854,0.235,0.793,7.629,7.446
-0.399,0.855,0.261,-0.305,4.517,8.301
-0.421,0.857,0.270,-2.197,3.052,8.057
-0.440,0.856,0.252,-3.418,3.052,5.859
-0.420,0.846,0.229,-3.845,0.854,3.601
-0.406,0.848,0.223,-4.700,-4.028,4.028
-0.394,0.857,0.217,-5.554,-6.653,5.005
-0.375,0.859,0.217,-5.493,-4.639,3.967
-0.372,0.856,0.213,-4.272,0.122,2.380
