aX,aY,aZ,gX,gY,gZ
-0.562,0.883,0.009,4.578,11.780,-2.197
-0.553,0.903,0.039,3.052,5.737,0.122
-0.531,0.921,0.053,0.549,1.282,2.014
-0.495,0.920,0.033,-0.854,1.831,0.366
-0.482,0.895,-0.005,-1.282,5.798,-2.869
-0.475,0.867,-0.027,-0.610,9.033,-5.005
-0.494,0.854,-0.032,0.000,8.667,-4.883
-0.515,0.859,-0.036,0.610,3.906,-3.296
-0.494,0.860,-0.028,-0.305,-2.930,0.183
-0.470,0.872,-0.023,-1.770,-7.507,4.272
-0.443,0.878,-0.026,-1.648,-6.775,3.540
-0.431,0.867,-0.037,-0.183,-1.831,0.305
-0.427,0.856,-0.048,1.282,3.601,-2.502
-0.407,0.845,-0.052,3.357,6.653,-3.540
-0.391,0.851,-0.019,4.700,6.714,-1.709
-0.419,0.882,0.025,3.845,5.249,1.160
-0.439,0.890,0.035,3.479,4.211,1.465
-0.444,0.874,0.018,3.113,3.479,1.587
-0.456,0.866,-0.006,1.709,1.709,3.906
-0.461,0.860,-0.012,1.648,0.366,5.371
-0.460,0.862,-0.004,2.441,0.549,5.310
-0.471,0.867,0.003,2.747,1.526,4.333
-0.479,0.871,0.001,2.808,2.991,3.113
-0.506,0.863,-0.013,2.380,4.272,2.319
-0.523,0.852,-0.027,2.319,4.089,1.587
-0.520,0.855,-0.022,2.686,2.075,1.770
-0.521,0.868,-0.015,1.953,0.000,2.808
-0.505,0.867,-0.009,1.465,0.122,2.014
-0.486,0.865,-0.014,1.465,1.892,-0.366
-0.475,0.864,-0.018,1.038,3.235,-1.648
-1.333,-2.076,0.549,-22.705,102.356,404.785
-1.583,-2.167,0.644,-22.522,91.492,413.940
-1.790,-2.319,0.639,-25.208,89.233,412.598
-2.096,-2.575,0.448,-33.386,98.816,403.503
-2.476,-2.749,0.190,-34.363,108.215,379.211
-2.870,-2.814,-0.046,-21.667,107.544,336.914
-3.276,-2.828,-0.285,2.075,95.276,282.043
-3.524,-2.828,-0.417,35.950,71.533,219.421
-3.632,-2.781,-0.486,74.585,38.452,153.503
-3.594,-2.710,-0.432,109.680,4.578,90.515
-3.376,-2.637,-0.300,140.259,-23.010,34.363
-3.166,-2.402,-0.134,168.518,-31.494,-13.855
-3.126,-2.564,-0.141,190.063,-17.273,-70.862
-2.974,-2.418,-0.205,187.317,2.380,-127.686
-2.835,-2.561,-0.167,197.571,0.671,-152.222
-2.666,-2.367,0.135,231.262,-23.804,-182.190
-2.475,-2.163,0.486,266.663,-58.594,-214.050
-2.286,-1.815,0.979,277.222,-83.496,-238.037
-2.142,-1.499,1.389,274.414,-93.140,-271.606
-2.135,-1.111,1.672,258.301,-90.820,-324.036
-2.098,-0.866,1.840,240.295,-88.989,-388.550
-1.824,-0.732,1.913,211.853,-72.876,-460.449
-1.331,-0.778,1.915,187.012,-57.617,-537.598
-0.655,-0.703,1.871,179.749,-65.918,-599.670
0.140,-0.832,1.827,171.448,-108.154,-616.516
0.893,-0.605,1.840,174.805,-166.565,-588.440
1.274,-0.250,1.882,158.569,-225.708,-527.222
1.715,0.043,1.751,160.889,-250.916,-458.435
1.936,0.303,1.542,146.851,-256.287,-402.588
1.952,0.654,1.373,127.991,-245.300,-341.003
1.923,0.790,1.262,140.320,-231.689,-291.809
1.799,0.979,1.273,139.282,-224.670,-248.169
1.564,1.215,1.253,117.493,-218.201,-203.979
1.430,1.328,1.209,99.976,-192.871,-179.504
1.377,1.410,1.032,83.984,-146.545,-187.134
1.327,1.361,0.834,72.083,-84.412,-217.651
1.408,1.111,0.473,64.636,-7.935,-259.277
1.573,0.949,0.042,49.927,54.321,-264.099
1.742,0.863,-0.285,43.518,62.866,-215.332
1.847,0.790,-0.413,41.626,28.870,-137.390
1.720,0.894,-0.290,42.969,-26.123,-41.077
1.396,1.120,-0.025,44.556,-74.829,37.964
1.002,1.237,0.251,49.622,-92.346,76.660
0.450,1.252,0.462,54.382,-81.299,80.261
0.134,1.307,0.490,52.063,-40.833,55.359
-0.090,1.146,0.370,39.001,9.949,31.494
-0.247,0.979,0.157,16.235,38.208,26.917
-0.451,0.920,-0.008,4.089,41.931,21.484
-0.464,0.872,-0.035,4.028,40.222,12.268
-0.352,0.828,-0.085,6.042,37.964,4.700
-0.336,0.805,-0.128,4.944,30.212,13.672
-0.398,0.834,-0.153,0.488,17.151,27.954
-0.477,0.854,-0.152,1.465,5.188,33.875
-0.527,0.888,-0.122,2.136,-3.784,37.048
-0.581,0.926,-0.095,-1.953,-8.667,39.429
-0.605,0.963,-0.075,-5.615,-7.507,35.522
-0.596,0.990,-0.088,-7.080,-0.488,22.156
-0.541,0.959,-0.138,-4.944,11.475,3.967
-0.506,0.891,-0.211,-2.441,22.522,-9.766
-0.481,0.858,-0.250,-0.854,26.794,-15.015
-0.451,0.854,-0.239,1.709,24.292,-14.038
-0.411,0.861,-0.174,5.249,19.897,-10.864
-0.399,0.891,-0.083,6.836,17.456,-7.690
-0.396,0.923,-0.023,6.897,15.808,-5.676
-0.392,0.929,-0.003,6.470,12.085,-2.563
-0.390,0.932,-0.002,5.432,5.859,2.380
-0.389,0.933,0.011,6.348,2.075,3.906
-0.410,0.938,0.027,8.606,2.441,0.916
-0.412,0.927,0.051,9.827,4.456,-3.418
-0.403,0.950,0.057,9.155,6.042,-7.019
-0.369,0.945,0.036,5.615,10.620,-8.179
-0.364,0.926,-0.002,1.892,15.320,-6.287
-0.381,0.901,-0.026,1.282,18.433,-5.249
-0.375,0.886,-0.039,1.770,17.761,-3.479
-0.367,0.896,-0.025,1.404,11.292,3.113
-0.370,0.917,0.002,0.854,4.517,9.949
-0.373,0.918,0.008,1.404,4.761,11.963
-0.387,0.906,-0.003,1.770,10.010,10.620
-0.410,0.886,0.005,2.441,15.686,7.874
-0.435,0.882,0.028,3.174,16.113,6.348
-0.462,0.898,0.043,1.343,9.888,9.583
-0.456,0.905,0.043,-1.465,3.113,14.160
-0.454,0.904,0.030,-2.686,0.183,16.235
-0.466,0.897,0.010,-2.747,1.892,14.954
-0.482,0.895,0.007,-1.587,6.714,11.292
-0.498,0.884,0.007,-0.244,10.132,6.775
-0.510,0.881,0.012,0.610,7.141,6.104
-0.496,0.895,0.022,-0.732,0.854,8.728
-0.479,0.904,0.021,-2.014,-2.380,10.193
-0.476,0.904,0.014,-2.014,-0.366,8.057
-0.476,0.894,0.013,-0.854,4.761,3.418
-0.481,0.897,0.024,-0.671,9.216,-1.282
-0.481,0.901,0.025,-0.977,10.376,-3.967
-0.467,0.898,0.008,-2.197,9.094,-4.089
-0.451,0.892,-0.003,-2.686,7.629,-4.333
-0.423,0.890,-0.006,-1.404,8.606,-6.531
-0.402,0.879,-0.016,0.244,11.353,-8.789
-0.379,0.868,-0.029,2.136,13.306,-10.193
-0.344,0.851,-0.030,4.333,10.681,-8.728
-0.319,0.856,-0.025,4.822,3.357,-1.831
-0.347,0.883,-0.009,2.502,-4.944,8.911
-0.381,0.906,0.021,1.526,-8.728,15.869
-0.420,0.918,0.036,0.610,-7.568,17.578
-0.463,0.906,0.017,-0.610,-4.211,15.442
-0.473,0.904,0.005,-0.916,-1.221,11.353
-0.478,0.900,-0.000,-1.038,0.549,8.179
-0.464,0.901,-0.005,-1.953,2.747,5.310
-0.457,0.892,-0.016,-1.770,6.042,2.441
-0.464,0.883,-0.024,-0.854,8.850,0.610
-0.479,0.862,-0.037,-0.854,9.583,0.549
-0.488,0.865,-0.028,-0.305,6.348,2.136
-0.485,0.878,-0.014,-0.854,0.854,5.310
-0.475,0.880,-0.015,-2.075,-3.418,7.996
-0.466,0.869,-0.034,-2.869,-4.761,8.850
-0.454,0.855,-0.054,-2.747,-4.333,7.812
-0.426,0.849,-0.057,-1.892,-2.808,5.798
-0.379,0.847,-0.060,-1.160,-0.916,3.662
-0.316,0.845,-0.064,-0.244,1.221,2.319
-0.252,0.844,-0.072,0.793,3.967,1.831
